제목,가사
금붕어,"날 부쉈다 믿었었는데
또 갇혀버렸네
깨진 유리 조각 떠다니는
이곳은 나의 집
긴 꿈을 꿨어요
두 손 너머의 하늘을 쥐고서
수평선을 뒤집는 그런 꿈
울어야만 하네요
범람하는 나를 막고 싶지 않아서
한 걸음 한 방울
파란 하늘보다 두려웠던
거품 문 바다 위에서
미끄러운 춤을 춰
허공에 소리쳐
피 묻은 낚싯바늘 웃어넘길게 이제
먹먹한 울음소리
이젠 내 건지도 모르겠지만
난 가야겠어 난 가야 했어
선명한 곳으로
긴 꿈을 꿨어요
두 손 너머의 하늘을 쥐고서
수평선을 뒤집는 그런 꿈
모두를 사랑했지만
돌아서는 나를 두고 싶지 않아서
한 걸음 한 방울
파란 하늘보다 두려웠던
거품 문 바다 위에서
미끄러운 춤을 춰
허공에 소리쳐
피 묻은 낚싯바늘 웃어넘길게
파란 하늘보다 두려웠던
거품 문 바다 위에서
미끄러운 춤을 춰
허공에 소리쳐
피 묻은 낚싯바늘 웃어넘길게 이제"
자처,"주워야 하는 것 놓쳐야 하는 것
안고만 싶은 것 묻어버리고 싶은 것
선택할 수 없어요 그게 나예요
손가락 걸었던 행복만 빌었던
그때의 것들을 뺏기고 있어요
많이 무섭고 벌써 그리워요
이런 내 울음도 가치가 있나요
나는 나의 오늘을 자처했고
울기 쉬운 우리를 자처했고
또 살아가 사라져 가
뒤돌아보지 마 한참 남았잖아
지나간 빗물에 잠겨있을 뿐야
나의 발밑은 맑을 줄 몰라서
당연하게 너를 떠올려야겠지만
나는 나의 오늘을 자처했고
울기 쉬운 우리를 자처했고
또 살아가 사라져 가
떠나가도 미안해하지는 마
너의 아픔마저 나의 탓이 될 테니
또 살아가 사라져 가
나도 알아
오늘의 난 어제의 내가 될 수 없는 거야
먼지 묻은 너와의 기억
혀끝에 묻혀
영원히 발음할 수 있도록 도망쳐
나는 나의 오늘을 자처했고
울기 쉬운 우리를 자처했고
또 살아가 사라져 가"
사랑하게 될 거야,"영원을 꿈꾸던 널 떠나보내고
슬퍼하던 날까지도 떠나보냈네
오늘의 나에게 남아있는 건
피하지 못해 자라난 무던함뿐야
그곳의 나는 얼마만큼 울었는지
이곳의 나는 누구보다 잘 알기에
후회로 가득 채운 유리잔만
내려다보네
아 뭐가 그리 샘이 났길래
그토록 휘몰아쳤던가
그럼에도 불구하고
나는 너를 용서하고
사랑하게 될 거야
아파했지만 또 아파도 되는 기억
불안한 내게 모난 돌을 쥐여주던
깨진 조각 틈 새어 나온 눈물
터뜨려 보네
아 뭐가 그리 샘이 났길래
그토록 휘몰아쳤던가
그럼에도 불구하고
나는 너를 용서하고
사랑하게 될 거야
아 뭐가 그리 샘이 났길래
그토록 휘몰아쳤던가
그럼에도 불구하고
나는 너를 용서하고
사랑하게 될 거야
사랑하게 될 거야"
입춘,"얼어붙은 마음에
누가 입 맞춰줄까요
봄을 기다린다는 말
그 말의 근거가 될 수 있나요
바삐 오가던 바람
여유 생겨 말하네요
내가 기다린다는 봄
왔으니 이번엔 놓지 말라고
아슬히 고개 내민 내게
첫 봄인사를 건네줘요
피울 수 있게 도와줘요
이 마음 저무는 날까지
푸른 낭만을 선물할게
초라한 나를 꺾어가요
아슬히 고개 내민 내게
첫 봄인사를 건네줘요
피울 수 있게 도와줘요
아슬히 고개 내민 내게
첫 봄인사를 건네줘요
피울 수 있게 도와줘요
이 마음 저무는 날까지
푸른 낭만을 선물할게
초라한 나를 꺾어가요
이 벅찬 봄날이 시들 때
한 번만 나를 돌아봐요"
ride,"바닥에 눌러붙어 하루 종일 창밖만 보자 
햇살 가득한 방안에 너의 향기가 가득해 
가끔은 바쁜 하루에 힘겨워질 때  
너의 작은 손이 
나에겐 가장 커다란 의미를 가지게 해줘 
그저 바라만 봐도 좋은 거야 
I'm on a ride ride 
you are ma city everything 
가려운 마음은 언제나 부풀어 올라 
터질듯한 모습이야 너의 말들로 가득해 
버려질 마음들을 가득 채워 나에게 줘 
모든 기억 속에 너를 담아둘 거야 
그저 바라만 봐도 좋은 거야 
I'm on a ride ride 
you are ma city everything"
Kyo181,"Kyo야 술래는 누구니 
Kyo야 어디에 숨었니 
Kyo야 마을 밖에 있니 
Kyo야 친구는 어딨니 
Kyo야 학교는 갔었니 
Kyo야 비밀은 지켰니 
Kyo야 지독한 사랑을 
Kyo야 열망하고 있니 
Kyo야 여권은 챙겼니 
Kyo야 아직 떨고있니 
Kyo야 복수를 꿈꿨니 
Kyo야 무슨 생각이니 
Kyo야 사랑을 해봤니 
Kyo야 이혼은 해봤니 
Kyo야 꿈을 꾸어봤니 
Kyo야 날 만져보았니 
Kyo야 사랑을 해봤니 
Kyo야 이혼은 해봤니 
Kyo야 꿈을 꾸어봤니 
Kyo야 날 만져보았니 
Kyo야 사랑을 해봤니 
Kyo야 이혼은 해봤니 
Kyo야 꿈을 꾸어봤니 
Kyo야 날 만져보았니"
COBALT,"너의 무릎이 궁금해
누워 하늘을 보고파
그럼 여전히 하늘은
슬픈 코발트 빛일까
긴 망원경으로 네 눈동잘 봤어
까만 하늘엔 별이 떴었어
십 년 전 이쯤에
내가 찾던 게 여기에 있었지
빼뚤은 이빨 사이를 지나쳐보고
투박한 손에 입 맞추어
가장 약한 마음에 하얀 시트를 깔아
옆에 재워주고 파
너의 어깨에 기대어
이유 없는 이유를 묻고파
모든 질문의 끝에서
너의 사랑이 느껴지는 이유
긴 사다리를 타고 창문을 열었어
드디어 너는 눈을 떴었어
유치하게 우린 그런 장난을
운명이라 했지
빼뚤은 이빨 사이를 지나쳐보고
투박한 손에 입 맞추어
가장 약한 마음에 하얀 시트를 깔아
옆에 재워주고 파"
중요해,"나는 아직도 젊은데
뭐가 이렇게 힘든지
내가 바꿀 수 있는 건
오직 나인데
마냥 기쁠 줄만 알았지
시간이 가면 될 줄 알았지
자유를 달라던 열아홉의
나는 없는데
내게서 뺏어가줘
나를 욕할 권리를
내게서 뺏어가줘
나를 망칠 이유를
고갤 들어줘 이게 나인걸
이제부터 나는 내가 제일
중요해 중요해
고갤 들어줘 이게 나인걸
이제부터 나는 내가 제일
중요해 중요해
이제야 깨달았지
기나긴 터널 끝엔
또 다른 터널의 시작이
나를 기다리고 있을 뿐
하지만 이젠 알아
내게 다가오는 모든
마음의 문을 열고
느껴 느껴 느껴
고갤 들어줘 이게 나인걸
이제부터 나는 내가 제일
중요해 중요해
이제부터 나는 내가 제일
중요해 중요해 중요해 중요해"
비 오는 거리에서 춤을 추자,"내 인생은 너무 서툴러
하루 이틀 사는 것도 아닌데
계절이 스무 번 바뀌어도
여전히 나만 그대로인 것 같아
내 말투는 너무 서툴러
툭 하고 던진 말에 상처를 주네요
능수능란 사랑받는 그의
입을 빌려 네게 말하고 싶어
그러나 이젠 말하기 입 아프지
나의 부족한 면을 설명하는 일
빛나는 별 보다 빛나는 옷 보다
비 오는 거리에서 춤을 추자
아직은 아무것도 몰라
아마도 넌 그럴 테니
아무도 보지 않는 지금
비 오는 거리에서 춤을 추자"
Realize,"지금 널 잊어줄게
혼자 무섭지만 이런 것쯤 견뎌볼게
나지막이 걸을 때
들킬 듯 말 듯 지켜보고 선 사람들
웃음을 참게 돼
눈물이 멎게 돼
부끄러운 모습들만
이렇게 이렇게
Please
Release
다시 돌아갈 순 없을 거라고 난 생각해
So Please
Realize
이제 더는
앞서갈 필요도 없지
눈물을 참게 돼
기억을 잃게 돼
부끄러운 모습들만
이렇게 이렇게
지금 널 잊어줄게
혼자 무섭지만 이런 것쯤 견뎌볼게
나지막이 걸을 때
들킬 듯 말 듯 지켜보고 선 사람들
고백을 하게 돼
리듬을 잃게 돼
부끄러운 모습들만
이렇게 이렇게
Please
Release
다시 돌아갈 순 없을 거라고 난 생각해
So Please
Realize
이제 더는
앞서갈 필요도 없지"
NO PAIN,"내가 만든 집에서 모두 함께 노래를 합시다.
소외됐던 사람들 모두 함께 노래를 합시다.
우리만의 따뜻한 불, 영원한 꿈, 영혼과 삶
난 오늘 떠날 거라 생각을 했어
날 미워하지 마
No Pain, No Fail. 음악 없는 세상
Nowhere, No Fear. 바다 같은 색깔
No Cap, No Cry. 이미 죽은 사람 아냐, 사실
태양에 맡겨 뒀던 가족과 모든 분들의 사랑
밤안개 짙어진 뒤 훔치려고 모인 자경단
난, 난 오늘 떠날 거라고 생각했어
날 미워하지 마
No Pain, No Fail. 음악 없는 세상
Nowhere, No Fear. 바다 같은 색깔
No Cap, No Cry. 이미 죽은 사람 아냐
No Pain, No Fail. 음악 없는 세상
Nowhere, No Fear. 바다 같은 색깔
No Cap, No Cry. 이미 죽은 사람 아냐, 사실"
Tik Tak Tok,"입력된 명작에서
압축된 영화까지
조직된 hormone assets
출력된 유서까지
꿈을 꾸기 위해서
매콤한 환각까지
to the depth of consciousness
게으른 마음까지
Tik Tak Tok 빠른 시간
keep that node 다음 기약
drop wet soul 슬픈 생각 um um…
big bang force 참 우울함
무리 없이 잠에 드는 피앙세
영원을 손금처럼 쥐고
빗살 같은 날짜들
멍청한 우리 결속
흥분되는 D-1
Tik Tak Tok 빠른 시간
keep that node 다음 기약
drop wet soul 슬픈 생각 um um…
big bang force 참 우울함"
Budland,"당신은 겁이 나서
낮에도 깨 –
눕지 못해 –
천 개의 혼 앞에서
웃지 못해 –
숨지 못해 –
please don't worry about me
please don't worry about me
please don't worry about me
please don't worry about me
야바히바라히요
야바히바라히요
야바히바라히요
야바히바라히요
가족의 꿈 앞에서
사랑 따위 없대 –
그딴 것 없대 –
꼭 수호해야 한다는 규칙
이제 그만해 –
제발 그만해 –
please don't worry about me
please don't worry about me
please don't worry about me
please don't worry about me
야바히바라히요
야바히바라히요
야바히바라히요
야바히바라히요
야바히바라히요
야바히바라히요
야바히바라히요
야바히바라히요
야바히바라히요
야바히바라히요
야바히바라히요
야바히바라히요"
Ryudejakeiru,"난 울고 있어요.
깨끗한 곳에서
홀로 있어요.
맑은 날씨.
난 날아올랐죠.
꿈속에서 봤던
진귀한 물건.
Ryudejakeiru
백만 가지 재앙 속에서도
성실하게
지킬뿐이라고
내 입속에 태양이 들었다고
오오-
울고 있어요.
깜깜한 곳에서
떨고 있어요.
두 번 다시
난 놓지 않아요.
꿈속에서 봤던
진귀한 물건.
(꿈의 도시로 가요. 내가 깨어날 곳.)
(꿈의 도시로 가요. 내가 깨어날 곳.)
Ryudejakeiru
백만 가지 재앙 속에서도
성실하게
지킬뿐이라고
내 입속에 태양이 들었다고
오오-
나 나 나나나나
나 나나나 나 나 나나나나
나 나나나
나 나 나나나나
나 나나나 나 나 나나나나
나 나나나"
APEX,"놈은 힘이 있는데
놈은 미래도 있는데
또 놈은 먹고 싸고 잘 수 있는 동굴도 있는데
나는 작전도 없고
미래는 가망도 없고
미친 눈치만 보며 도시를 떠돌고 있지만
은밀한 작전이 현실이 되는 가라오케
비겁할수록 황홀함이 배가 되는 party
마취가 깰수록 현실에 절망하는 나의
분노와 열정의 기운이 똘똘 뭉친 편지
난 품격이 있어.
지성이 있어.
사랑도 있어.
확신하지.
난 고양되고 있어.
너의 흉포에
불행해진 나에게.
우- 우우- 우- 우우-
난 귀엽긴 해도
공포와 충격과
비겁한 마음
모두 다 말살
난 품격이 있어.
지성이 있어.
사랑도 있어.
확신하지.
난 고양되고 있어.
너의 흉포에
불행해진 나에게.
우- 우우- 우- 우우-"
Mercurial,"나보다 못난 건 없어
비겁한 모습만 있어
엽기적인 생각들과
수치심만 느꼈어
역겨운 사람과 싸움을 했어
애석하겠지만 승자는 없어
내 귀에 네가 낳은 알이 있어
내 맘속엔 항상
세상엔 아름답지 않은
사건들만 알려지고 있다고
내 맘엔 그런 빌어먹을 바이러스들이
잠시
One million &amp; Power supply
For babyface &amp; Peace makers said ""We can't fly""
Flame
(Woo)
We can't fly
(Woo)
This is the fake life
Life is not wonderful
(Woo)
역겨운 사람과 싸움을 했어
애석하겠지만 승자는 없어
내 귀에 네가 낳은 알이 있어
내 맘속엔 항상
세상엔 아름답지 않은
사건들만 알려지고 있다고
내 맘엔 그런 빌어먹을 바이러스들이
잠시"
꿈에서 걸려온 전화,"넌 믿지 않겠지만 어젯밤
파란 꿈결 사이로 들어가
구름이 된 걱정 사이를 해치고 
네 이마에 쪽 입을 맞췄어
어지러운 단어가 많아서
그중에 누가 진짜 너인지 
비가 오는 날에도 항상 항상
너무 슬픈 날에도 항상 항상
몰래 춤을 출 때도 항상 항상
네가 잠든 사이에도 항상 항상 
어지러운 숲속에 길을 잃은 사람들
너는 계속 내게 신호를 보냈고 
이제 눈을 뜨고 네 앞에 전활 받아 
이제 돌이킬 수 없는 나락으로
몰래 춤을 출 때도
네가 잠든 사이에도 
비가 오는 날에도 항상 항상
너무 슬픈 날에도 항상 항상
몰래 춤을 출 때도 항상 항상
네가 잠든 사이에도 항상 항상"
이름이 없는 사람,"이름이 없는 사람 길을 떠날 때 
손 달린 가방을 주머니에 넣고 
이정표 하나 없는 지도와 함께 
눈을 감은 채 길을 찾는다 
이름이 없는 사람 마주칠 때에 
무어라 불러야 하는지 물었지 
그러자 나그네가 하려는 그 말 
바람과 시냇물도 이름 없다네 
날 찾지 마 
이미 네 곁에 있는 걸 
날 보지 마 
그건 내가 아니야 
산에 산을 넘으면 
산이 나오고 
바다에 바다를 건넘 
바다가 나오지 
길을 걷고 걷고 
또 걷고 걸으면 
처음에 걸었던 
그 길이 나오지 
날 찾지 마 
이미 네 곁에 있는 걸 
날 보지 마 
그건 내가 아니야 
이름을 찾는 사람 없애는 사람 
이름을 찾으려 떠나는 사람 
이름을 없애려 헤매는 사람 
이름을 버리려 떠나는 사람"
작은 종말,"손으로 가려진 태양이 말했네
나도 언젠간 달님과 화해하고 싶어
그녀의 상처 난 구멍에 함부로
빛을 비추려 했네
바다에게 물어봐
네가 오면 제일 먼저 달려가는
깜깜한 밤은 죄다 네 거면서
무엇이 그리 불만이야
솔직히 나 아직 용서하지 못했어
누구나 상처쯤은 안고 살잖아
아직도 그렇게 내가 밉다면
나도 미워할게
나를 용서해 줘
나를 용서해 줘
나를 용서해 줘
나를 용서해 줘
손으로 가려진 달님이 말했네
나도 언젠가 태양을 용서하고 싶어
그녀의 따뜻한 손길에 일부러
구름을 놓아 가렸네
바다에게 들었지
작은 종말을 기다린다고
새벽이 달려오는 속도가
나를 밀어내
솔직히 나 아직 용서하지 못했어
누구나 상처쯤은 안고 살잖아
아직도 그렇게 내가 밉다면
나도 미워할게
나를 용서해 줘 사랑해 줘
나를 용서해 줘
나를 용서해 줘 사랑해 줘
나를 용서해 줘"
나빗가루,"괜찮아요 
괜찮아질 거예요 
이 약을 마시면 
꾹 참고 
나비는 너무나 
사랑하는 사람들이 많아서 
꼭 날개를 다칠 일이 많죠 
마치 당신 같아 
한 번만 또 내게로 와 
꾹 참고 나를 마셔줘 
아무리 날 밀어내도 
이미 깊숙이 와있는 걸 
네 안에 
난 한 번만 또 
밀어낼 가시가 되긴 싫어 
나비가 되어 
하루 종일 네 배 안을 
기어 다닐 수 있게 
날 받아줘요 마셔줘요"
"아참,","거봐
내가 말했잖아
너는 안될 거라고
내가 몇 시간째 말해줘야
정신 차릴래
그녀는 너보다
키 크고 잘생긴
여잘 좋아해
아참 그리고 그녀는 페미니스트
아 아 아 아 아 아
그동안 몰랐었던
그녀의 마음을 알고 싶다면
넌 정말 딱 각오해야 해
너에게 잘 보이려
짧은 치마 입었던 게 아니고
널 위해 애써 집에
데려다준 것도 아니야
아 아 아 아 아 아
사랑은 쟁취하는 거야
하지만 소유할 순 없지
뻔한 동화 속에서 나와
넌 좀 더 어른이 돼야 할걸
아 아 아 아 아 아"
보물찾기,"지겨워 이 동네
이 놀이터가 더 이상 할 것도 없고
그네도 낡았지
학교가 끝나고 킥보드 타고
횡단보도만 열 개를 건넜지
말하기 싫어 엄마한테는
학원 째고 온 거 알면
난 죽어 죽어 죽어 죽어
아무한테도 말 안 한다고
내 앞에서 맹세 맹세
언젠가는 찾을 거야
꽁꽁 숨겨둔 나만의 비밀
이제부터 흩어지자
나랑 술래잡기하고 놀자
지겨워 이 공기 이 집구석이
더 이상 할 것도 없고 TV도 안 켜져
방학이 뭐 그리 좋다 하는 건지
롤러블레이드 타고 나갈래
말하기 싫어 친구한테는
만약 알게 된다면
난 이제 혼자 혼자 혼자 혼자
아무한테도 말 안 한다고
지금 내 앞에서
언젠가는 찾을 거야
꽁꽁 숨겨둔 나만의 비밀
이제부터 흩어지자
나랑 모래 쌓기 하고 놀자"
성큼성큼,"Space
끝없이 펼쳐진 질문의 나선
RED
쓰다만 편지에 스며든 지문
쉿
발자국 하나도 남기면 안 돼
Gun
방아쇠만 당기면 되는 상태
성큼성큼 다가가서
악의 꽃을 훔쳐 온다
삭제하지 않은 메모
손에 넣는다 손에 넣는다
투
명한 눈에 비치는 발자국
시
간의 걸음을 뒤쫓아갔네
아
무도 크게 숨을 쉬지 않는 순간
내린 무지개가 이불을 마저 덮는다
깜깜한 가로등 빛 사이로
그림자 뒷모습이 숨어버렸네
아무도 깨어있지 않은 밤
고장 난 시계 만이 울리네
성큼성큼 다가가서
악의 꽃을 훔쳐 온다
삭제하지 않은 메모
손에 넣는다 손에 넣는다
덜컥하고 가는 순간
누군가의 발에 넘어져
세탁하기 쉬운 믿음
손에 넣는다 손에 넣는다"
삐뽀삐뽀,"나는 내가 언제 죽을지도 몰라요
길을 걷다 고공 크레인에
내가 깔려죽어도
이 밤 저 밤 헤매다 내가 사라지면
그제서야 찾으러 전화하지는 말아요
어쩌다 이 지경이 돼버렸나
사람들은 이제 내 얘기에 귀를 닫고
시끄러운 뉴스만 진짜는 아니야
이젠 다 놓을 준비를 해
어젯밤 꾸었던 꿈까지
작은 도시의 공기처럼
너도 오염될 게 뻔할걸
나는 내가 언제쯤 죽을지는 몰라도
누군가의 희생과 바꾸지 않았으면 해
나는 내가 언제쯤 죽을지는 몰라도
누군가의 눈물과 바꾸지 않았으면 해
나는 내가 언제쯤 죽을지는 몰라도
누군가의 돈과는 바꾸지 않았으면 해
나는 내가 언제쯤 죽을지는 몰라도
누군가의 명예와 바꾸지 않았으면 해"
실패하지 않는 사랑이 있나요,"나 그댈 위해서 다 주고 싶지만
그댄 나를 위해서 아껴뒀으면 해요
나 그댈 위해서 죽을 수 있지만
그댄 나보다 더 오래 살았으면 해
나 그댈 위해서 노래 부르지만
그댄 나를 넘어서 노래했으면 해요
나 그대보다도 잘하고 싶지만
그댄 나보다도 더 넓었으면 해
보이지 않는 것도 믿고 싶은데
실패하지 않는 사랑이 있나요
그댄 나를 위해서 다 주고 있지만
난 그대보다는 덜 주고 싶어요
우리의 마음을 저울에 달아보면
분명 기우는 쪽은 네 쪽일 거야
보이는 것 그대로 믿고 싶은데
실패하지 않는 사랑이 있나요
실패하지 않는 사랑이
실패하지 않는 사랑이
실패하지 않는 사랑이 있나요"
샤워를 해야해,"오늘은 꼭 샤워를 해야 해
입고 있는 옷 아깝지 않게
훌훌 던져버리고
뜨거운 물 가득 담근 뒤
머리끝까지 잠수하는 게 좋아
다 벗지 않아도 부끄럼 없이
솔직했던 나
언젠가부터 샤워를 해야
깨끗해졌나
거울 대신 돌아보는
어제가 많을수록
음- 씻고 싶어지는 마음
날 담가주세요
따뜻한 말이라도 기분은 좋아
날 안아주세요
당신이 원한다면
날 믿어주세요
당신의 손길이 날 서있게 해요
들어주세요
엉터리 가사라도 날
날 담가주세요
따뜻한 말이라도 기분은 좋아
날 안아주세요
당신이 원한다면
날 믿어주세요
당신의 손길이 날 서있게 해요
들어주세요
엉터리 가사라도 날
어제의 슬픔도 오늘의 미련도
비누로 깨끗이 씻어 흘려보내요
떠나간 사람도 떠나갈 사람도
이젠 이젠"
NEO SOUL,"난 늘
숨겨왔던
부드런 모습들과
넌 늘
춤추는 PROPHET
매일 밤을 기다려
사람들은 알 수 있어
누가 착한지 나쁜지
쿵쾅쿵쾅 밤의 술래
빛을 잃고 날 찾네
사람들은 알 수 있어
누가 빛날지 아닐지
사뿐사뿐 밤의 무대
길을 잃고 널 찾네
난 늘
지켜왔던
강인한 모습들과
넌 늘
춤추는 PROPHET
까만 밤을 기다려 
사람들은 알 수 있어
누가 착한지 나쁜지
쿵쾅쿵쾅 밤의 술래
빛을 잃고 날 찾네
사람들은 알 수 있어
누가 빛날지 아닐지
사뿐사뿐 밤의 무대
길을 잃고 널 찾네"
그린내,"느린 순록 왕의 걸음처럼
더 무겁게 나아갈 수 있을 줄 알았지
그을음 얼기설기 걷어내면
마른 비구름 우릴 실어놔
온 눈 나를 보지만
어젯밤에 물어봐
온 눈 나를 보지만
어젯밤에 울어봐
온 눈 나를 보지만
어젯밤에 물어봐
아 아아아아아아 아
서리 찬 밤불날이 기어코 춤을 추면
그제서야 풀 창 파해 날아 도는 도다
흙먼지 꿈을 꾸고
날재비 꽃을 태네
흙먼지 꿈을 꾸고
날재비 꽃을 태네
흙먼지 꿈을 꾸고
날재비 꽃을 태네
흙먼지 꿈을 꾸고
날재비 꽃을 태
온 난 나를 보지만
어젯밤에 울어봐
곧 난 나를 보지마
어젯밤에 물어봐
온 눈 나를 보지만
어젯밤이 물어봐
울지마
눈 먼 나를 보지마
어젯밤에 들어봐
온 눈 나를 보지만
거울 밖에 물어봐
한 눈 나를 보지만
어젯밤에 울어봐
온 눈 나를 보지만
어젯밤에 물어봐
눈 먼 나를 보지마
어젯밤에 들어봐
온 눈 나를 보지만
거울 밖에 물어봐
한 눈 나를 보지만
어젯밤에 울어봐
온 눈 나를 보지만
어젯밤에 물어봐"
샛노랑과 새빨강 사이,"좋아하는 색을 물어볼 때
난 대개 오렌지색이라고 말하지만
내 맘 속에서 살아있는
내 인생의 색깔은
제 몫의 명찰이 없어
때로는 주황 때로는 등자 열매 빛깔
때로는 이국적인 탠저린이라 하지만
샛노랑과 새빨강 사이 어딘가 있어
샛노랑과 새빨강 사이 어딘가 있어
좋아하는 색을 물었을 때
넌 보라색 아니면 갈색이라 했지만
사실 나는 잘 알고 있지
퍼플은 우울의 물증
갈색은 고독의 외피
때로는 흑백 때로는 파스텔 빛 소녀
때로는 좋아하는 색깔 따위는 없다며
샛노랑과 새빨강 사이 어딘가 있어
샛노랑과 새빨강 사이 어딘가 있어
때로는 섞여
엉망진창 팔레트 같아
그래도 무지개 다리 속 날 위한
한 자리
샛노랑과 새빨강 사이 어딘가 있어
샛노랑과 새빨강 사이 어딘가 있어
샛노랑과 새빨강 사이 있을 테니까
샛노랑과 새빨강 사이 있을 테니까"
동거,"우편함이 꽉 차 있는 걸 봐도
그냥 난 지나쳐 가곤 해요
냉장고가 텅 비어 있더라도
그냥 난 못 본 척 하곤 해요
나는 부모님과 사니까요
아빤 오늘 좀 술을 드셨는지
내 방에서 잠이 드셨죠
양복 채로
엄만 오늘만 어렸을 때처럼
함께 자면 어떻겠냐고
괜찮겠냐고
불을 끈 순간
나 문득 어색함을 느낀 건
누구보다 당신을 더 사랑한다
맹세할 수 있지만
우편함이 꽉 차 있는 걸 봐도
그냥 난 지나쳐 가곤 해요
냉장고가 텅 비어 있더라도
그냥 난 못 본 척 하곤 해요
나는 부모님과 사니까요
내가 어렸을 때 얘길
엄마는 꼭 어제 일처럼 얘기하죠
나는 사실 기억이 없는 일들도
오래 전 옆에
누워서 칭얼대던 아이는
누구보다 당신을 더 사랑했다
확신할 수 있지만
고백할게요 나 거리에서
당신을 지나친 적 있어요
같이 살면서 같이지내면서
못 본 척 지나친 적 있어요
우편함이 꽉 차 있는걸 봐도
그냥 난 지나쳐 가곤해요
냉장고가 텅 비어 있더라도
그냥 난 못 본 척하곤 해요
나는 부모님과 사니까요"
곳에 따라 비,"일기예보엔 우산 그림이 제법 많다
전국이 흐리고
곳에 따라 비라 한다
당신이 서 있는 그 스튜디오 안은
아마 아니겠지만
창틀로 배어 오는 비 냄새
난 빈손으로 집을 나선다
우산 속으로 숨고 싶진 않아
어차피 이 비는
나 가는 곳 따라 어디든지 따라 와
이 비는 내 발길을 따라
어디든지 따라 와
전학 가던 날 아침엔 항상
이렇게 비가 오곤 했었지
같이 쓰자던 너의 작은 우산
괜찮아 이 비는
나 가는 곳 따라 어디든지 따라 와
이 비는 내 발길을 따라
어디든지 따라 와
사람들과 반대로 걷고 있네
얼마나 걸었는지 몰라
어느 샌가 나만 홀로 남아서
막다른 길을 향해 가
피할 길이 없어 피할 길이 없어
젖어도 되는 옷을 입고
젖어버린 신발은 벗고
젖은 마음을 쥐어 짠다
눈을 때리는 빗방울들
끝내 눈물은 나지 않고
식어버린 가슴은
식어버린 가슴은
이 비는 나 가는 곳 따라
어디든지 따라 와"
속아도 꿈결,"산책이라고 함은
정해진 목적 없이
얽매인 데 없이
발길 가는 대로 갈 것
누굴 만난다든지
어딜 들른다든지
별렀던 일 없이
줄을 끌러 놓고 가야만 하는 것
인생에 속은 채 인생을 속인 채
계절의 힘에 놀란 채
밤낮도 잊은 채 지갑도 잊은 채
짝 안 맞는 양말로
산책길을 떠남에
으뜸 가는 순간은
멋진 책을 읽다
맨 끝장을 덮는 그 때
인생에 속은 채 인생을 속인 채
계절의 힘에 놀란 채
밤낮도 잊은 채 지갑도 잊은 채
짝 안 맞는 양말로
산책길을 떠남에
으뜸 가는 순간은
멋진 책을 읽다
맨 끝장을 덮는 그 때
이를테면 봉별기의 마지막 장처럼
속아도 꿈결 속여도 꿈결
굽이 굽이 뜨내기 세상
그늘진 심정에 불 질러 버려라
속아도 꿈결 속여도 꿈결"
취미는 사랑,"미소가 어울리는 그녀
취미는 사랑이라 하네
만화책도 영화도 아닌
음악 감상도 아닌
사랑에 빠지게 된다면
취미가 같으면 좋겠대
난 어떤가 물었더니
미안하지만 자기 취향이 아니라 하네
주말에는 영화관을 찾지만
어딜 가든지 음악을 듣지만
조금 비싼 카메라도 있지만
그런 걸 취미라 할 수는
없을 것 같대
좋아하는 노래 속에서
맘에 드는 대사와 장면 속에서
사람과 사람 사이
흐르는 온기를 느끼는 것이
가장 소중하다면서
물을 준 화분처럼 웃어 보이네
미소가 어울리는 그녀
취미는 사랑이라 하네
얼마나 예뻐 보이는지
그냥 사람 표정인데
몇 잔의 커피값을 아껴
지구 반대편에 보내는
그 맘이 내 못난 맘에
못내 맘에 걸려
또 그만 들여다보게 돼
내가 취미로 모은
제법 값 나가는 컬렉션 그녀는
꼭 남자애들이 다투던 구슬 같대
그녀의 눈에 비친 삶은
서투른 춤을 추는 불꽃
따스함을 전하기 위해
재를 남길 뿐인데
미소가 어울리는 그녀
취미는 사랑이라 하네"
가끔 미치도록 네가 안고 싶어질 때가 있어,"만약이라는 두 글자가
오늘 내 맘을 무너뜨렸어
어쩜 우린
웃으며 다시 만날 수 있어
그렇지 않니
음악을 듣고 책을 읽고
영화를 보고 사람들을 만나고
우습지만
예전엔 미처 하지 못했던
생각도 많이 하게 돼
넌 날 아프게 하는 사람이 아냐
수 없이 많은 나날들 속을
반짝이고 있어 항상 고마웠어
아무도 이해할 수 없는 얘기겠지만
그렇지만 가끔 미치도록 네가
안고 싶어질 때가 있어
너 같은 사람은 너 밖에 없었어
마음 둘 곳이라곤 없는 이 세상 속에
넌 날 아프게 하는 사람이 아냐
수 없이 많은 나날들 속을
반짝이고 있어 항상 고마웠어
아무도 이해할 수 없는 얘기겠지만
그렇지만 가끔 미치도록 네가
안고 싶어질 때가 있어
너 같은 사람은 너 밖에 없었어
마음 둘 곳이라곤 없는 이 세상 속에"
